CustomerID,Age,member,non-member,premium,NextPurchaseDay,Recency,Frequency,Revenue,Cluster,NextPurchaseDayRange
15299,33.0,0,0,1,96.0,60,13,7991.54,0,0
15002,32.0,0,0,1,9999.0,12,370,4817.28,0,0
12623,22.0,0,0,1,9999.0,173,166,3315.84,0,0
16422,36.0,1,0,0,8.0,4,712,63651.47,3,1
13622,26.0,1,0,0,9999.0,593,32,658.95,1,0
14225,35.0,1,0,0,9999.0,331,87,2037.02,1,0
14241,33.0,0,1,0,9999.0,80,12,333.70000000000005,0,0
17352,34.0,0,0,1,9999.0,592,5,36.25,1,0
12649,21.0,0,1,0,9999.0,4,112,2096.65,0,0
14137,24.0,1,0,0,9999.0,592,11,332.7,1,0
14154,33.0,1,0,0,9999.0,135,292,6460.7,0,0
14826,27.0,0,0,1,9999.0,478,10,385.2,1,0
16585,37.0,0,0,1,9999.0,490,18,341.59,1,0
15513,18.0,0,0,1,11.0,3,562,27750.55,3,1
12647,38.0,1,0,0,36.0,23,516,14916.35,0,2
17962,23.0,0,0,1,9999.0,39,200,687.42,0,0
17757,22.0,0,0,1,26.0,11,1310,9422.45,3,1
14146,22.0,0,0,1,173.0,151,456,9450.3,0,0
13929,36.0,1,0,0,9999.0,66,57,3494.1,0,0
16304,23.0,1,0,0,9999.0,591,25,381.66,1,0
13152,32.0,1,0,0,9999.0,314,135,2146.38,1,0
18041,28.0,0,0,1,25.0,0,960,8752.38,3,1
13787,28.0,1,0,0,288.0,261,86,1222.5,1,0
16414,37.0,0,1,0,258.0,177,64,559.71,0,0
14256,27.0,1,0,0,9999.0,157,134,2473.9900000000002,0,0
15903,26.0,0,1,0,150.0,124,116,8939.84,0,0
16660,27.0,1,0,0,194.0,107,24,1879.55,0,0
14423,26.0,1,0,0,9999.0,115,15,916.6099999999999,0,0
18134,34.0,0,1,0,9999.0,495,28,445.0,1,0
12644,35.0,1,0,0,9999.0,26,110,1900.49,0,0
17496,23.0,0,0,1,9999.0,255,72,1412.89,1,0
15605,26.0,1,0,0,162.0,149,111,1936.8,0,0
13233,36.0,1,0,0,261.0,233,76,1176.46,1,0
15046,29.0,0,1,0,30.0,24,406,7812.389999999999,0,1
13562,20.0,1,0,0,59.0,38,196,4838.18,0,2
12431,32.0,0,1,0,54.0,16,400,10527.97,0,2
15359,35.0,1,0,0,9999.0,559,16,181.35,1,0
18106,32.0,1,0,0,9999.0,226,196,1461.46,0,0
17681,34.0,0,0,1,9999.0,493,14,731.2,1,0
12755,34.0,1,0,0,9999.0,177,64,9030.66,0,0
12789,32.0,1,0,0,447.0,409,5,225.35,1,0
15771,38.0,0,0,1,9999.0,501,28,1006.54,1,0
16452,26.0,0,1,0,9999.0,527,18,332.17,1,0
14324,31.0,0,0,1,9999.0,306,41,701.61,1,0
17871,21.0,0,1,0,9999.0,101,85,1118.99,0,0
12631,31.0,0,1,0,398.0,353,182,3321.57,1,0
17227,22.0,0,1,0,102.0,69,125,2022.03,0,0
12860,38.0,1,0,0,9999.0,590,17,55.47,1,0
17454,26.0,0,1,0,9999.0,89,126,1547.94,0,0
15224,32.0,0,1,0,9999.0,255,35,871.36,1,0
12813,19.0,0,0,1,9999.0,398,42,1621.8,1,0
15489,37.0,0,1,0,153.0,108,114,2419.61,0,0
14451,21.0,0,1,0,134.0,91,522,3308.77,0,0
14421,28.0,1,0,0,154.0,108,96,2469.37,0,0
17801,26.0,0,0,1,9999.0,348,85,798.3299999999999,1,0
16595,20.0,0,1,0,314.0,273,474,1810.18,1,0
13907,32.0,1,0,0,9999.0,588,4,136.8,1,0
16510,33.0,1,0,0,9999.0,269,131,2100.0,1,0
14420,23.0,0,1,0,297.0,293,93,1639.17,1,0
16524,36.0,0,1,0,9999.0,343,54,308.14,1,0
16166,21.0,1,0,0,9999.0,325,22,435.83,1,0
16434,17.0,1,0,0,95.0,89,187,2741.74,0,0
13869,32.0,0,0,1,9999.0,20,860,8111.57,3,0
13616,17.0,1,0,0,9999.0,465,37,288.1,1,0
17591,20.0,0,0,1,49.0,19,268,2776.67,0,2
14892,35.0,0,1,0,9999.0,587,13,202.35000000000002,1,0
12877,21.0,0,1,0,46.0,21,277,2955.17,0,2
14441,19.0,0,0,1,160.0,152,154,4611.6900000000005,0,0
14754,30.0,0,1,0,250.0,192,137,1550.48,0,0
15747,20.0,0,0,1,107.0,17,220,2562.61,0,0
15795,24.0,0,1,0,9999.0,46,131,1979.8700000000001,0,0
18057,24.0,0,0,1,9999.0,289,140,1203.56,1,0
14461,28.0,0,0,1,9999.0,44,648,6713.5,0,0
14442,31.0,0,1,0,9999.0,101,183,5367.0199999999995,0,0
17966,25.0,1,0,0,113.0,48,114,1974.42,0,0
15164,30.0,0,1,0,139.0,105,361,2068.92,0,0
17048,19.0,0,0,1,9999.0,14,101,2071.68,0,0
17773,25.0,1,0,0,9999.0,411,56,585.27,1,0
16954,30.0,0,1,0,64.0,21,206,6081.88,0,3
15375,31.0,0,1,0,9999.0,587,6,60.959999999999994,1,0
14343,20.0,0,0,1,9999.0,318,238,1088.91,1,0
15697,22.0,1,0,0,9999.0,586,14,246.75,1,0
16867,30.0,0,0,1,9999.0,586,6,76.74000000000001,1,0
16287,27.0,0,0,1,9999.0,66,42,1006.98,0,0
15198,24.0,0,0,1,31.0,21,31,571.35,0,2
13877,26.0,0,1,0,383.0,366,23,449.68,1,0
12470,27.0,0,1,0,9999.0,586,23,211.95,1,0
17769,36.0,0,0,1,79.0,35,591,7103.08,0,3
17706,37.0,0,1,0,48.0,6,765,20749.98,3,2
14715,26.0,0,1,0,203.0,195,138,1840.45,0,0
12589,27.0,0,0,1,115.0,41,174,4350.66,0,0
16087,36.0,1,0,0,9999.0,285,10,1739.92,1,0
14472,31.0,0,1,0,9999.0,0,333,2228.22,0,0
13555,28.0,0,1,0,128.0,98,407,8999.19,0,0
12733,34.0,0,0,1,9999.0,130,157,2424.87,0,0
14413,23.0,0,0,1,9999.0,259,99,770.37,1,0
13315,20.0,1,0,0,9999.0,586,22,310.26,1,0
17245,35.0,1,0,0,9999.0,101,25,371.63,0,0
17307,32.0,1,0,0,9999.0,292,48,3999.8900000000003,1,0
17963,18.0,0,1,0,9999.0,368,112,651.51,1,0
14983,35.0,1,0,0,9999.0,585,30,183.20000000000002,1,0
13397,26.0,0,1,0,37.0,7,89,3191.87,0,2
12987,23.0,0,1,0,124.0,94,66,1312.21,0,0
13027,37.0,1,0,0,9999.0,10,86,17335.2,0,0
16727,25.0,0,1,0,9999.0,261,213,1437.42,1,0
14556,34.0,0,0,1,9999.0,493,203,835.34,1,0
14388,25.0,0,1,0,30.0,18,414,6701.0,0,1
17220,31.0,0,0,1,27.0,23,681,4481.75,0,1
17356,33.0,1,0,0,9999.0,208,86,946.47,0,0
17794,22.0,0,1,0,9999.0,583,7,147.3,1,0
15191,18.0,1,0,0,9999.0,360,35,588.05,1,0
14649,37.0,0,1,0,140.0,109,572,3775.31,0,0
14595,30.0,0,0,1,227.0,210,136,2164.45,0,0
16085,19.0,0,1,0,157.0,133,376,2343.53,0,0
13982,22.0,0,0,1,124.0,60,253,4445.59,0,0
17875,30.0,0,0,1,9999.0,585,26,167.1,1,0
16634,25.0,0,0,1,9999.0,119,91,1814.61,0,0
14207,24.0,0,1,0,9999.0,584,2,157.8,1,0
15095,26.0,0,1,0,9999.0,0,124,3141.64,0,0
12986,21.0,1,0,0,9999.0,325,102,2729.84,1,0
14431,25.0,0,0,1,9999.0,199,81,2614.2,0,0
14530,24.0,0,0,1,35.0,25,485,6197.4,0,2
14320,18.0,0,0,1,9999.0,103,81,1346.75,0,0
14714,31.0,1,0,0,382.0,303,93,906.24,1,0
15910,28.0,0,0,1,108.0,103,628,2681.8,0,0
13527,31.0,0,1,0,15.0,2,457,4683.74,0,1
15885,20.0,0,0,1,215.0,206,114,1936.82,0,0
14064,24.0,1,0,0,83.0,9,244,3332.42,0,3
15296,36.0,1,0,0,58.0,6,535,10342.83,0,2
14439,22.0,0,1,0,9999.0,216,129,9443.04,0,0
13543,29.0,0,0,1,9999.0,531,47,1439.6100000000001,1,0
15682,32.0,0,0,1,9999.0,496,25,318.24,1,0
17320,30.0,0,0,1,9999.0,133,174,2895.77,0,0
15126,29.0,0,0,1,9999.0,433,25,449.49,1,0
17180,30.0,1,0,0,184.0,137,408,2256.98,0,0
13413,38.0,1,0,0,9999.0,536,43,429.44,1,0
13192,19.0,1,0,0,109.0,102,162,2558.58,0,0
14854,28.0,0,1,0,55.0,30,215,4322.86,0,2
14209,22.0,0,1,0,110.0,18,231,4993.27,0,0
14274,17.0,0,1,0,9999.0,583,15,256.6,1,0
17460,35.0,0,0,1,131.0,122,139,2228.27,0,0
12531,19.0,0,1,0,671.0,583,126,1771.2,1,0
16822,33.0,1,0,0,9999.0,583,11,181.39,1,0
13889,29.0,0,1,0,289.0,279,83,1991.23,1,0
14640,23.0,0,0,1,68.0,24,204,3667.06,0,3
14837,37.0,0,0,1,15.0,2,209,3460.32,0,1
17242,31.0,0,1,0,9999.0,5,84,2889.28,0,0
17618,31.0,1,0,0,9999.0,145,375,4073.2400000000002,0,0
17335,24.0,1,0,0,9999.0,280,39,508.0,1,0
17780,25.0,0,0,1,9999.0,564,81,352.91,1,0
16950,38.0,0,1,0,67.0,21,150,3784.37,0,3
12916,30.0,1,0,0,9999.0,35,184,4654.0199999999995,0,0
13036,31.0,1,0,0,9999.0,581,6,307.1,1,0
14879,25.0,1,0,0,9999.0,581,27,185.06,1,0
12703,20.0,0,0,1,562.0,530,70,898.53,1,0
13249,21.0,0,0,1,168.0,158,35,1608.93,0,0
15727,21.0,1,0,0,90.0,4,694,9445.51,3,3
15711,18.0,0,0,1,9999.0,453,25,420.25,1,0
14701,27.0,0,0,1,162.0,69,616,4562.09,0,0
16255,18.0,0,1,0,35.0,28,535,4906.8,0,2
14070,23.0,0,1,0,9999.0,581,42,326.55,1,0
17071,27.0,0,0,1,45.0,31,212,3801.2000000000003,0,2
16523,18.0,1,0,0,19.0,12,371,11916.33,0,1
14522,19.0,0,0,1,105.0,95,46,1758.6200000000001,0,0
17141,36.0,0,1,0,9999.0,315,174,754.33,1,0
13209,34.0,1,0,0,98.0,25,366,8509.51,0,0
15696,21.0,1,0,0,140.0,117,224,3906.57,0,0
13729,17.0,0,1,0,9999.0,332,39,724.73,1,0
14044,28.0,1,0,0,76.0,0,851,3123.1,3,3
17142,23.0,0,0,1,9999.0,135,90,1283.75,0,0
16206,37.0,0,1,0,69.0,21,244,2602.32,0,3
15434,17.0,0,0,1,75.0,3,134,2567.06,0,3
15483,33.0,1,0,0,9999.0,58,290,862.2,0,0
14986,28.0,1,0,0,9999.0,273,100,566.9,1,0
17584,31.0,0,0,1,9999.0,24,124,5309.42,0,0
14870,25.0,1,0,0,9999.0,158,65,1838.95,0,0
14621,36.0,0,1,0,126.0,53,159,3000.57,0,0
15303,32.0,0,1,0,9999.0,187,69,1224.18,0,0
13488,17.0,0,0,1,33.0,17,724,15587.88,3,2
17810,36.0,0,1,0,9999.0,565,56,374.81,1,0
18199,34.0,0,0,1,9999.0,580,20,344.75,1,0
13477,26.0,0,1,0,80.0,35,158,2834.17,0,3
16795,23.0,0,1,0,9999.0,262,408,2492.39,1,0
17419,18.0,0,0,1,78.0,40,318,6500.52,0,3
16004,32.0,1,0,0,9999.0,371,90,2146.39,1,0
14628,18.0,1,0,0,151.0,139,86,1998.0,0,0
15611,38.0,0,1,0,33.0,0,92,2976.28,0,2
14376,24.0,1,0,0,9999.0,580,18,215.46,1,0
12857,20.0,0,0,1,9999.0,107,121,3688.0,0,0
14538,32.0,1,0,0,191.0,153,52,1370.8400000000001,0,0
17218,33.0,0,0,1,124.0,110,525,4192.68,0,0
13650,17.0,1,0,0,118.0,104,172,3288.0,0,0
15259,28.0,0,0,1,9999.0,409,57,1182.3799999999999,1,0
13971,34.0,1,0,0,46.0,3,255,4667.57,0,2
12468,21.0,0,0,1,9999.0,84,145,3238.74,0,0
15218,30.0,0,1,0,42.0,13,401,11516.57,0,2
15950,22.0,1,0,0,27.0,3,395,7180.71,0,1
17536,17.0,1,0,0,9999.0,74,16,364.83,0,0
15003,19.0,0,0,1,9999.0,370,349,1060.7,1,0
16481,38.0,0,1,0,9999.0,579,16,453.38,1,0
13459,23.0,0,1,0,9999.0,521,73,1160.4099999999999,1,0
16281,22.0,1,0,0,351.0,320,39,3424.02,1,0
12905,20.0,0,1,0,9999.0,473,54,1018.42,1,0
12361,17.0,0,0,1,9999.0,184,25,451.25,0,0
17059,35.0,1,0,0,80.0,7,841,5602.53,3,3
15845,32.0,0,1,0,57.0,41,174,4426.28,0,2
17050,29.0,1,0,0,90.0,84,357,4691.79,0,3
17726,17.0,0,0,1,9999.0,292,64,1092.06,1,0
13514,22.0,0,1,0,354.0,325,21,815.9000000000001,1,0
15766,19.0,0,0,1,392.0,353,26,831.06,1,0
15959,37.0,0,0,1,9999.0,578,78,579.49,1,0
12745,18.0,0,0,1,9999.0,383,23,925.41,1,0
12606,27.0,1,0,0,9999.0,578,1,21.0,1,0
12404,19.0,0,1,0,9999.0,578,1,63.24,1,0
12466,33.0,0,0,1,9999.0,578,1,56.73,1,0
16291,19.0,0,1,0,9999.0,578,1,117.72,1,0
12555,32.0,0,1,0,9999.0,578,1,129.23,1,0
14912,33.0,1,0,0,229.0,143,63,1889.25,0,0
12846,33.0,0,0,1,9999.0,578,1,15.58,1,0
16047,33.0,0,0,1,9999.0,578,1,107.14,1,0
14380,28.0,0,0,1,9999.0,578,1,48.96,1,0
14079,28.0,0,0,1,9999.0,21,13,618.73,0,0
17672,36.0,1,0,0,259.0,206,206,5778.63,0,0
15702,37.0,0,0,1,9999.0,373,30,140.39000000000001,1,0
12570,33.0,1,0,0,9999.0,578,1,77.52,1,0
15073,19.0,0,1,0,9999.0,82,159,2788.02,0,0
13698,33.0,0,1,0,9999.0,493,40,465.53000000000003,1,0
16051,22.0,1,0,0,9999.0,578,12,188.44,1,0
14365,29.0,1,0,0,9999.0,291,51,634.68,1,0
12873,27.0,0,1,0,9999.0,179,35,2027.3,0,0
15695,36.0,0,1,0,9999.0,163,59,1131.04,0,0
15798,18.0,1,0,0,9999.0,389,83,1535.37,1,0
14551,20.0,1,0,0,185.0,100,80,880.04,0,0
12869,24.0,0,1,0,9999.0,578,37,337.66999999999996,1,0
17604,31.0,1,0,0,9999.0,114,210,945.9300000000001,0,0
15389,25.0,1,0,0,9999.0,68,6,2733.8,0,0
16430,22.0,0,1,0,323.0,278,28,1117.94,1,0
13048,38.0,1,0,0,99.0,10,268,4084.21,0,0
15797,38.0,0,0,1,9999.0,9,12,2821.08,0,0
16320,27.0,1,0,0,9999.0,69,241,5628.99,0,0
13101,34.0,0,0,1,9999.0,131,51,695.4,0,0
18016,29.0,1,0,0,112.0,83,170,1960.46,0,0
14167,26.0,1,0,0,125.0,61,121,1296.49,0,0
14279,34.0,0,0,1,9999.0,417,3,191.86,1,0
12484,28.0,0,1,0,68.0,0,469,5573.15,0,3
17695,21.0,0,0,1,9999.0,28,61,1746.04,0,0
17982,36.0,0,0,1,9999.0,577,13,138.18,1,0
14672,29.0,0,1,0,9999.0,131,106,1113.14,0,0
15563,26.0,0,0,1,178.0,97,259,2867.0,0,0
13820,30.0,0,0,1,9999.0,315,90,660.65,1,0
14613,22.0,0,1,0,9999.0,577,1,76.32000000000001,1,0
16326,33.0,1,0,0,21.0,14,495,4826.99,0,1
15544,34.0,1,0,0,91.0,16,557,8162.43,0,0
16137,31.0,0,0,1,9999.0,577,28,422.7,1,0
16535,21.0,0,1,0,9999.0,282,76,1001.59,1,0
18194,20.0,1,0,0,356.0,335,28,4162.04,1,0
13615,34.0,0,1,0,9999.0,215,367,6272.53,0,0
15137,30.0,0,1,0,9999.0,417,34,823.4,1,0
17905,20.0,1,0,0,85.0,53,171,2383.52,0,3
15861,20.0,1,0,0,89.0,31,798,4401.79,3,3
15192,33.0,1,0,0,9999.0,16,106,1981.39,0,0
14469,29.0,0,0,1,9999.0,313,147,2112.21,1,0
13851,25.0,0,1,0,32.0,25,140,4606.46,0,2
15487,17.0,0,1,0,9999.0,576,14,231.32,1,0
13480,33.0,0,1,0,9999.0,313,41,627.82,1,0
15251,31.0,1,0,0,15.0,3,230,20324.54,0,1
12823,29.0,0,0,1,52.0,23,18,6501.5,0,2
13583,24.0,0,0,1,9999.0,52,96,1445.031,0,0
14249,33.0,1,0,0,9999.0,307,291,5625.461,1,0
16673,18.0,0,1,0,9999.0,576,20,188.83,1,0
16390,31.0,1,0,0,9999.0,433,21,467.5,1,0
14068,34.0,0,1,0,9999.0,217,111,1528.3700000000001,0,0
15943,35.0,0,0,1,9999.0,546,12,271.28999999999996,1,0
16923,32.0,0,1,0,53.0,49,1132,13378.36,3,2
16955,20.0,1,0,0,9999.0,81,57,1309.41,0,0
15013,30.0,1,0,0,9999.0,384,355,1641.3,1,0
15588,31.0,0,0,1,9999.0,574,4,579.6,1,0
17137,25.0,0,1,0,9999.0,313,176,1133.63,1,0
14481,37.0,0,0,1,9999.0,61,152,2311.4900000000002,0,0
16014,26.0,1,0,0,114.0,48,291,1130.27,0,0
14820,32.0,0,0,1,97.0,70,64,1274.76,0,0
15385,20.0,1,0,0,352.0,289,21,942.08,1,0
12483,21.0,0,1,0,84.0,80,123,4092.58,0,3
13443,33.0,0,0,1,9999.0,345,204,1280.16,1,0
13392,25.0,0,1,0,9999.0,574,8,91.14,1,0
14306,29.0,0,1,0,292.0,275,46,3151.4,1,0
13897,26.0,0,0,1,388.0,335,59,1160.72,1,0
15338,33.0,0,1,0,9999.0,574,60,283.43,1,0
18212,29.0,0,1,0,9999.0,222,55,546.72,0,0
16655,26.0,0,1,0,55.0,28,610,6548.37,0,2
12668,29.0,0,0,1,247.0,156,530,9967.68,0,0
17107,36.0,0,0,1,79.0,51,674,16075.42,3,3
17176,25.0,0,1,0,9999.0,98,42,902.3199999999999,0,0
13478,33.0,0,1,0,9999.0,366,125,2215.78,1,0
14637,33.0,1,0,0,9999.0,574,7,106.67999999999999,1,0
15317,31.0,0,0,1,9999.0,574,5,129.75,1,0
15022,32.0,0,0,1,629.0,574,154,1186.09,1,0
14370,37.0,1,0,0,9999.0,347,44,1175.78,1,0
12810,21.0,1,0,0,9999.0,431,32,534.99,1,0
14047,28.0,1,0,0,126.0,96,164,4255.03,0,0
12800,31.0,0,1,0,9999.0,367,32,500.25,1,0
12711,35.0,1,0,0,9999.0,508,58,1213.05,1,0
15416,23.0,0,1,0,90.0,51,228,4572.82,0,3
17365,21.0,0,1,0,82.0,66,799,8224.98,3,3
13511,22.0,1,0,0,9999.0,573,5,282.76,1,0
16415,34.0,0,1,0,539.0,480,162,719.44,1,0
15512,35.0,0,0,1,9999.0,52,32,331.58,0,0
14821,36.0,1,0,0,9999.0,263,72,1286.45,1,0
13156,19.0,1,0,0,9999.0,282,104,1586.54,1,0
17361,29.0,1,0,0,137.0,83,58,880.64,0,0
13628,23.0,0,1,0,9999.0,573,16,310.14,1,0
15480,27.0,1,0,0,9999.0,13,215,6279.0,0,0
18064,33.0,0,0,1,9999.0,29,65,4495.03,0,0
17350,22.0,1,0,0,342.0,290,146,1906.041,1,0
15564,37.0,0,1,0,9999.0,360,4,70.74000000000001,1,0
15803,33.0,0,0,1,394.0,342,51,1929.66,1,0
13584,29.0,1,0,0,9999.0,203,83,392.45,0,0
17146,26.0,1,0,0,9999.0,2,303,5860.24,0,0
13916,38.0,0,1,0,9999.0,360,74,1275.81,1,0
15279,36.0,1,0,0,9999.0,251,94,1580.54,1,0
18175,25.0,0,1,0,9999.0,572,7,176.1,1,0
17163,35.0,0,0,1,367.0,342,30,699.78,1,0
16300,23.0,0,1,0,9999.0,327,249,1392.43,1,0
12848,18.0,0,0,1,9999.0,572,16,208.0,1,0
13538,21.0,1,0,0,26.0,17,144,3112.73,0,1
17876,30.0,0,1,0,9999.0,296,4,3424.02,1,0
13975,19.0,0,1,0,96.0,25,752,5358.84,3,0
17092,22.0,1,0,0,38.0,22,397,5594.96,0,2
16067,36.0,1,0,0,9999.0,459,73,3395.29,1,0
12805,20.0,0,1,0,9999.0,278,54,1230.95,1,0
15321,33.0,0,0,1,220.0,188,309,6709.7300000000005,0,0
15091,24.0,0,0,1,607.0,571,57,1046.6100000000001,1,0
13553,25.0,1,0,0,9999.0,571,94,517.8,1,0
16928,24.0,0,0,1,18.0,10,335,4113.23,0,1
13757,29.0,0,0,1,9999.0,571,8,195.55,1,0
17311,28.0,1,0,0,238.0,213,127,3566.56,0,0
16840,17.0,0,1,0,9999.0,500,9,139.85,1,0
16081,30.0,0,1,0,98.0,82,399,4460.18,0,0
14399,20.0,1,0,0,9999.0,291,193,2113.16,1,0
12396,33.0,0,0,1,9999.0,571,65,931.43,1,0
15448,29.0,0,1,0,9999.0,209,49,788.81,0,0
18101,22.0,0,0,1,132.0,40,112,629.16,0,0
13619,29.0,0,0,1,9999.0,441,49,231.69,1,0
16834,29.0,0,1,0,9999.0,124,48,898.96,0,0
17690,18.0,0,1,0,121.0,83,383,7448.1,0,0
12840,21.0,0,1,0,9999.0,40,176,4041.97,0,0
14545,31.0,0,1,0,9999.0,571,23,349.25,1,0
15023,37.0,0,1,0,73.0,13,1015,12170.68,3,3
14038,22.0,0,0,1,65.0,41,161,3069.88,0,3
15591,29.0,0,0,1,9999.0,479,7,217.9,1,0
14497,20.0,1,0,0,9999.0,205,40,697.0600000000001,0,0
15732,21.0,0,0,1,9999.0,109,104,1682.07,0,0
13107,17.0,1,0,0,90.0,72,178,5253.07,0,3
12373,36.0,0,0,1,9999.0,208,48,927.6500000000001,0,0
16583,32.0,0,0,1,9999.0,270,32,531.4,1,0
17281,24.0,0,1,0,9999.0,270,6,797.8499999999999,1,0
16383,30.0,0,1,0,193.0,165,418,2974.84,0,0
16412,28.0,0,0,1,340.0,290,136,647.23,1,0
13783,33.0,1,0,0,9999.0,384,10,1542.09,1,0
15167,28.0,0,1,0,9999.0,217,313,1659.67,0,0
17138,38.0,1,0,0,9999.0,172,256,4417.27,0,0
16986,22.0,0,0,1,415.0,342,174,4888.75,1,0
12500,24.0,0,1,0,41.0,3,130,5559.21,0,2
17309,20.0,0,1,0,286.0,278,37,330.59000000000003,1,0
16266,18.0,0,1,0,42.0,12,109,1757.95,0,2
15365,28.0,1,0,0,219.0,212,218,4557.13,0,0
17328,25.0,1,0,0,9999.0,569,6,104.7,1,0
15810,17.0,0,1,0,91.0,67,166,2999.04,0,0
13874,34.0,1,0,0,9999.0,254,69,2049.15,1,0
18267,20.0,0,1,0,9999.0,569,17,269.37,1,0
12853,24.0,0,1,0,9999.0,31,148,3907.5,0,0
13009,24.0,1,0,0,9999.0,569,4,234.0,1,0
16147,29.0,0,1,0,9999.0,30,136,2398.91,0,0
13658,20.0,0,0,1,118.0,100,237,6025.5,0,0
16704,32.0,0,0,1,9999.0,515,58,695.66,1,0
15784,33.0,1,0,0,9999.0,364,43,848.3299999999999,1,0
14682,28.0,0,1,0,9999.0,84,86,1514.81,0,0
15660,36.0,0,1,0,50.0,32,161,2812.99,0,2
13700,18.0,1,0,0,84.0,73,243,2613.46,0,3
16714,27.0,1,0,0,9999.0,115,116,1529.8,0,0
15580,31.0,0,0,1,9999.0,273,229,1381.19,1,0
15422,30.0,0,1,0,9999.0,219,120,1619.97,0,0
15584,24.0,1,0,0,89.0,58,224,1277.5,0,3
16788,29.0,1,0,0,9999.0,20,495,1950.3,0,0
16225,17.0,1,0,0,104.0,46,302,2867.4100000000003,0,0
12402,28.0,0,1,0,9999.0,220,64,1136.9,0,0
14562,21.0,0,0,1,34.0,23,611,6729.400000000001,0,2
17550,34.0,1,0,0,9999.0,94,334,2547.64,0,0
16082,19.0,0,0,1,9999.0,567,16,106.75,1,0
16212,37.0,0,1,0,264.0,180,78,1293.71,0,0
17342,24.0,0,0,1,9999.0,276,35,1227.54,1,0
17504,34.0,1,0,0,9999.0,103,346,9565.12,0,0
14227,21.0,0,1,0,110.0,93,377,6368.71,0,0
13497,30.0,0,0,1,9999.0,179,67,1320.33,0,0
16161,31.0,0,1,0,52.0,37,1158,12831.8,3,2
13870,31.0,1,0,0,94.0,31,241,5712.08,0,0
16246,19.0,0,0,1,9999.0,356,89,827.25,1,0
13417,35.0,0,1,0,9999.0,101,77,1669.49,0,0
13304,25.0,0,1,0,9999.0,248,78,1217.99,1,0
13834,24.0,1,0,0,9999.0,473,16,324.19,1,0
14884,32.0,0,0,1,9999.0,566,8,120.6,1,0
18070,18.0,0,1,0,9999.0,566,9,314.1,1,0
16078,36.0,1,0,0,9999.0,180,39,362.99,0,0
15339,30.0,0,0,1,251.0,215,224,1827.84,0,0
16781,32.0,0,0,1,9999.0,269,56,934.25,1,0
17514,32.0,0,1,0,9999.0,25,87,542.83,0,0
17294,26.0,1,0,0,9999.0,565,17,467.78999999999996,1,0
17647,22.0,0,1,0,604.0,566,12,331.65999999999997,1,0
12524,26.0,0,1,0,98.0,59,224,9794.11,0,0
12665,30.0,0,1,0,9999.0,221,14,259.6,0,0
17319,25.0,0,1,0,9999.0,566,3,29.1,1,0
17774,25.0,0,0,1,49.0,42,410,3328.05,0,2
15892,35.0,0,1,0,9999.0,565,38,128.2,1,0
13119,24.0,0,1,0,9999.0,565,11,134.9,1,0
12370,35.0,1,0,0,223.0,171,198,3960.31,0,0
13131,37.0,0,1,0,116.0,84,149,3313.77,0,0
14609,23.0,1,0,0,70.0,39,13,1486.2,0,3
17577,21.0,1,0,0,9999.0,542,21,348.75,1,0
15082,19.0,0,0,1,9999.0,565,6,93.35000000000001,1,0
12645,27.0,1,0,0,75.0,6,152,3215.3,0,3
17083,28.0,0,1,0,9999.0,6,115,4049.79,0,0
12621,19.0,0,1,0,27.0,5,737,22525.81,3,1
13293,36.0,0,0,1,9999.0,289,72,1192.94,1,0
16344,31.0,0,0,1,9999.0,55,46,842.42,0,0
17731,33.0,1,0,0,49.0,25,99,1708.99,0,2
13976,32.0,0,1,0,9999.0,103,56,1192.36,0,0
13242,34.0,0,0,1,9999.0,9,35,699.4,0,0
16419,30.0,0,0,1,9999.0,9,92,1487.42,0,0
13985,30.0,1,0,0,35.0,4,480,10020.86,0,2
16873,21.0,1,0,0,65.0,24,512,14617.39,0,3
12663,19.0,1,0,0,9999.0,521,8,185.4,1,0
16530,33.0,1,0,0,9999.0,565,3,48.349999999999994,1,0
13092,29.0,0,0,1,141.0,108,105,2140.28,0,0
12932,36.0,0,0,1,9999.0,436,95,1698.56,1,0
18058,26.0,0,0,1,9999.0,438,16,774.06,1,0
15176,35.0,0,1,0,9999.0,564,52,988.04,1,0
13164,30.0,0,1,0,9999.0,466,10,372.2,1,0
12776,28.0,0,0,1,9999.0,564,3,27.5,1,0
17201,22.0,0,0,1,470.0,420,186,1242.04,1,0
17575,18.0,1,0,0,9999.0,564,5,171.7,1,0
12474,22.0,0,1,0,39.0,34,683,11362.45,3,2
16577,20.0,0,1,0,9999.0,563,23,380.0,1,0
12670,32.0,0,1,0,101.0,96,108,3436.29,0,0
15765,33.0,0,0,1,9999.0,563,25,370.63,1,0
12567,34.0,0,1,0,11.0,5,624,12467.86,3,1
14115,28.0,1,0,0,9999.0,398,22,622.6700000000001,1,0
14072,29.0,1,0,0,9999.0,563,19,390.85,1,0
16992,30.0,1,0,0,100.0,96,285,5476.5,0,0
14301,33.0,0,1,0,9999.0,14,53,1992.18,0,0
17685,33.0,1,0,0,178.0,163,213,5943.17,0,0
12677,30.0,1,0,0,9999.0,452,19,359.1,1,0
13696,18.0,1,0,0,9999.0,318,24,2020.4,1,0
14190,22.0,0,1,0,9999.0,563,1,79.9,1,0
15244,33.0,0,0,1,182.0,145,48,912.08,0,0
13288,36.0,1,0,0,9999.0,339,10,927.61,1,0
